moods,time_segment,city,state,time_zone,temperature_f,weather,profile_id,drink_name,drink_notes
tired,evening,Fort Worth,TX,America/Chicago,58,overcast,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
anxious|happy,morning,San Antonio,TX,America/Chicago,58,overcast,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
calm|numb|happy,morning,El Paso,TX,America/Denver,68,mixed conditions,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
tired|restless,morning,Anchorage,AK,America/Anchorage,65,mixed conditions,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
hopeful,afternoon,Greensboro,NC,America/New_York,84,mixed conditions,tea_floral,Sparkling peach tea,White tea; peach; and soda.
motivated|restless|happy,evening,Phoenix,AZ,America/Phoenix,56,fog,tea_floral,Cascara tea,Coffee cherry tea; citrus; and honey.
angry|curious|numb,evening,New Orleans,LA,America/Chicago,58,fog,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
restless|gloomy,morning,Lexington,KY,America/New_York,60,overcast,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
anxious,evening,Corpus Christi,TX,America/Chicago,56,overcast,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
tired,afternoon,Cleveland,OH,America/New_York,67,mostly clear,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
calm|numb,morning,Anchorage,AK,America/Anchorage,57,rain,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
stressed|curious,evening,Seattle,WA,America/Los_Angeles,56,fog,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
anxious,morning,Lincoln,NE,America/Chicago,40,fog,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
angry|stressed|motivated,morning,Bakersfield,CA,America/Los_Angeles,62,thunderstorm,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
restless|happy,morning,Cleveland,OH,America/New_York,54,rain,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
tired|stressed,evening,Aurora,CO,America/Denver,56,clear,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
sad,afternoon,Cincinnati,OH,America/New_York,58,clear,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
calm|bored,afternoon,Lincoln,NE,America/Chicago,51,fog,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
bored|stressed|hopeful,afternoon,Philadelphia,PA,America/New_York,62,thunderstorm,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
bored|angry,afternoon,Anaheim,CA,America/Los_Angeles,61,showers,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
motivated|sad|stressed,afternoon,Riverside,CA,America/Los_Angeles,66,overcast,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
numb|lonely|restless,afternoon,Santa Ana,CA,America/Los_Angeles,73,mixed conditions,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
motivated,morning,Colorado Springs,CO,America/Denver,35,snow,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
anxious|gloomy|lonely,afternoon,Detroit,MI,America/Detroit,39,snow,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
happy|bored,evening,Jacksonville,FL,America/New_York,67,mixed conditions,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
numb,afternoon,Greensboro,NC,America/New_York,71,thunderstorm,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
